"subjID"	"trial"	"rt"	"choice"	"stimulus_type"	"subtlex"	"greene"
1	1	1.4218833647316	1	1	0.536122141588757	-2.55334338742615
1	2	2.01100619745275	2	2	0.890996925947123	0.906388641617977
1	3	1.4444243814941	2	2	-0.481637046131288	-0.100723288110306
1	4	1.74405957636314	2	2	2.10407777953912	-1.20525315089741
1	5	1.33511919848382	2	2	-0.621303959922335	0.125244446097408
1	6	1.56761464785651	1	2	0.46130706814069	0.16955637728419
1	7	1.22422763397146	1	1	0.56194657097611	2.83566921992294
1	8	2.81127547968575	2	1	1.60352998380546	-0.714884048324817
1	9	1.06004754884874	1	1	-0.232599244183895	1.39283878807955
1	10	1.6957481823648	2	1	0.146773787370841	-0.683337232626796
1	11	1.21917675435839	1	1	-0.535258080727938	-0.233216835477292
1	12	0.984010135021499	1	1	-2.62416856266941	-0.591698626832799
1	13	1.26455017037577	2	2	-1.29426880623846	-0.457101954329714
1	14	1.49988789926835	1	1	2.4896168373917	0.496002098129354
1	15	1.75370754013627	2	2	1.28675864702399	-0.826606105329782
1	16	1.34766682639576	1	1	-0.109424872056864	0.356104714072791
1	17	1.08810233673273	1	1	1.01348349187412	-0.837832761640078
1	18	0.998323431060882	1	1	0.190458600665826	0.452425076346643
1	19	1.54408882163272	1	2	-0.370502200940824	0.213194123971755
1	20	1.52211268175797	2	2	0.115461088068798	-0.304030764415943
1	21	1.18598780229368	1	1	-0.553863470455887	-0.0432641807909615
1	22	1.1572489325671	1	1	0.832543359096425	1.85017341638138
1	23	1.5238697260765	2	2	-1.3831190256854	1.08080431028814
1	24	1.86551351914786	2	2	-0.361908597552765	-0.326307299308544
1	25	1.07635104029145	2	2	0.30924822530715	1.20583491198464
1	26	1.86907671027336	2	2	0.891875561981116	0.563972111991913
1	27	1.75840578593688	2	2	1.08893127070314	-0.125258762868283
1	28	1.20508250624731	1	1	-0.919826716902571	-0.304753650461295
1	29	2.0926384054104	2	2	0.0171557381701318	-1.71579823524365
1	30	1.07325767249513	2	2	-0.6196808398032	0.0883162072301877
1	31	1.49628573684595	1	1	0.95596765754899	-0.180149313974067
1	32	1.14082640032256	2	2	-1.02217195436445	0.256491186333041
1	33	1.12057847865498	1	2	-0.559713527197737	1.19317045154309
1	34	1.39975507740343	2	1	1.37591014121061	-1.22161243841209
1	35	0.97536416439319	1	1	-1.52483261866562	1.68174208165523
1	36	1.89202112719008	1	2	0.326933345319746	-1.8367798312847
1	37	1.36189857338798	1	1	-0.0633467233485779	-0.472317408141403
1	38	1.08109115091027	2	1	-1.24818213237572	-0.802057158461129
1	39	1.00452541814	2	2	-1.00999009556303	-1.42135711275176
1	40	1.24335131105544	2	2	-0.418418880130757	0.663926022946514
1	41	1.0461790874659	2	2	1.19555363585792	0.0794200786312588
1	42	1.46482571499775	1	2	0.227116777365771	0.184847181588067
1	43	1.4617544345033	2	2	-1.13621259059497	-1.34102686312141
1	44	1.39501171877032	2	2	0.731453817841611	-0.0995529891524215
1	45	1.1995451683422	1	1	0.689344785749517	-0.146496048210421
1	46	1.27745152895454	2	2	-0.143226954195799	0.400486796404013
1	47	1.180237348656	1	1	-0.391493503734812	0.190873238746761
1	48	1.98595788764786	1	1	1.48557157475772	-0.412528976049149
1	49	1.12110792606415	1	1	-0.895233910960307	0.0417784993576469
1	50	1.95221263215799	1	1	-0.337818814922648	-0.81361761861385
1	51	1.7552688950492	2	1	0.095159530415866	-0.792105013112602
1	52	1.07064361995602	1	1	-1.03025235184912	0.579581032853147
1	53	1.2298391114044	1	1	-0.97284602521844	1.78408660328994
1	54	1.87320777431193	1	2	-0.145138169076125	0.86947669352022
1	55	2.23817401110282	2	1	1.48547535085197	0.0928395108261378
1	56	1.08285668493038	2	2	-2.4616224083813	0.347027822953404
1	57	1.70403157774207	1	1	-0.833758386589842	1.33923206885252
1	58	1.18609639887479	1	1	0.948278200215131	-0.601451004697881
1	59	1.57773995580224	2	2	0.962049538809517	0.344647299530625
1	60	2.14537932060271	2	2	-1.00137933907334	-0.223788955930602
1	61	1.22067432156035	2	2	0.485995147205427	0.00775737217385655
1	62	1.48950438113008	2	1	0.275120420164163	-1.47262731561565
1	63	1.17567123030809	2	2	-1.49186809975668	-1.0822581003859
1	64	1.72559675566167	1	2	0.460806711633038	-0.514999362970658
1	65	1.46755893683419	1	1	1.15285667110008	2.67255091334464
1	66	1.44749093805838	2	2	-1.1450874949141	-0.925236623271039
1	67	1.50429481734615	2	2	-0.689065324269554	0.284640606289494
1	68	1.39265592114387	2	2	1.80330415788329	0.265435655054277
1	69	1.59139687676355	1	1	1.06585099462815	0.688983080209014
1	70	1.25889274263677	1	1	0.593752421416423	-0.849619635193146
1	71	1.29595973369264	1	2	-0.0651565743916725	-0.160504971158171
1	72	1.65302513431415	1	1	-0.513142102614377	0.406570641512406
1	73	1.19150926769623	2	2	0.636707412124669	0.482277204793934
1	74	1.2783529462387	1	1	-0.0447551842202294	0.382269805501331
1	75	1.6157461192196	2	2	-0.379997139396413	-0.801422480871555
1	76	1.14253761239579	1	1	0.457709920809299	-0.555152834533795
1	77	1.37374938766318	2	2	1.08949222551809	0.311961346078952
1	78	1.19248116557168	2	2	-2.32990371198572	0.249309445756284
1	79	1.0824409520072	1	1	-2.31339148294253	-1.15182026252494
1	80	1.19892972245625	1	1	-0.491583965544709	1.14491798255641
1	81	1.34574804742254	1	1	0.518614288605439	-0.297198182050885
1	82	1.33314640038239	2	2	-0.743361613864958	-0.826590526843209
1	83	1.234027167328	1	2	1.63662818228021	1.31800083395835
1	84	1.60415328348053	1	2	0.268178910754885	-0.690483790393577
1	85	1.04412626952862	2	2	-1.01356873157334	-1.2697777750331
1	86	1.6250148859611	2	1	0.233571738427792	-0.826306769562947
1	87	1.70982865564024	1	1	0.144661361475111	-1.62799778682954
1	88	1.25640245916701	2	2	-0.999411554431989	1.03660786626004
1	89	1.20907174058021	2	1	0.388561324607361	0.586582731583892
1	90	1.46390724704247	2	2	1.9676253728076	0.493396015179193
1	91	1.2748044002071	2	1	-0.119232721792241	0.0171558366614433
1	92	1.1458723984287	2	2	-0.471838655847599	1.38565838312978
1	93	1.21722660473886	1	2	0.0164585999042733	-0.872059096850433
1	94	1.58994407437675	2	2	0.280558708823517	-0.515191600681009
1	95	1.5312841920919	1	1	0.42000247404358	0.217571957349591
1	96	1.21273939517047	2	2	-0.808565223057448	0.469379538596082
1	97	1.9679538783703	1	1	-0.670510873908318	0.783607828494306
1	98	1.10344554479263	1	1	0.694677475979377	2.10073140870556
1	99	1.29244186646608	2	2	0.574216615047546	-0.800199318312553
1	100	1.25556494450035	2	2	0.0244692262570442	0.289754017948937
2	1	1.14698045573968	2	2	1.20638990079123	0.02663574258836
2	2	0.965070922683872	2	2	0.0687668352322466	1.1766199629259
2	3	1.29084853794539	1	2	0.443555040364109	0.451365106617958
2	4	0.989593149048231	2	2	0.310833822403306	-0.331537635200348
2	5	1.0216283909065	1	1	0.25885206117571	0.0324811336541058
2	6	1.04968741982857	1	1	0.730437136719018	0.133017048150237
2	7	1.13454206152687	2	2	0.704324621661009	-0.770588824918877
2	8	0.983020910641947	1	1	-1.03812357938104	0.541464429144585
2	9	1.81238715174904	2	2	-0.303484917197581	1.22289603910787
2	10	0.980928554916757	1	1	0.313034888412354	0.27291372422216
2	11	1.87242017220838	1	1	-1.35150405390672	-0.200043545734669
2	12	1.54203168991234	2	1	-0.590806055579364	1.4196025712165
2	13	1.23783483993509	1	1	1.50376829979296	1.78242234527426
2	14	1.34050572392353	1	2	0.706081138671505	0.341778636880565
2	15	1.15802188660505	1	1	0.252289723757688	0.327801757114438
2	16	0.905032330457743	1	1	0.173046375998748	0.550097416040422
2	17	1.39356633558866	1	1	0.704871351810124	-2.70168536284095
2	18	1.10145102159076	1	1	0.623227386527492	0.500238389727017
2	19	1.10301345370068	1	1	-0.1290813204558	-1.52838134463128
2	20	1.14271989527437	1	1	0.0908268053777946	0.816478172443067
2	21	0.970723624587212	2	2	0.833987174696624	-0.616276685427594
2	22	1.36775278134347	2	2	-0.859036383490546	-1.25672054320863
2	23	1.08975040354108	1	1	0.768892479158713	-0.255352871980828
2	24	1.07521597679334	1	1	-1.25937328658502	1.44849680836066
2	25	1.35390639876295	1	1	-0.783843880241271	-1.00971812111873
2	26	1.32428540295261	2	2	0.337556989066273	-0.559999039784859
2	27	1.01343434793655	1	1	1.26305386847192	-1.94484175311669
2	28	1.35845351758557	1	1	-0.224611208597454	0.718775906428366
2	29	1.4971096593125	1	1	-0.209605906787574	-0.439597258857505
2	30	1.30881663944941	2	2	0.64054836415015	-0.653025627177989
2	31	0.993796424966882	1	1	0.914154000482182	-1.11689174451901
2	32	1.00605140573949	1	1	-0.846758068127849	0.470843540126019
2	33	1.64119762223038	1	2	-0.406883660793308	-1.81856937299585
2	34	1.29567498472387	1	1	-1.34102016306744	-0.758913242360649
2	35	1.11615259861553	2	2	-0.341164913489668	0.202960354630598
2	36	1.00747414189218	2	2	1.11874589913273	-0.463370968707011
2	37	1.715868397262	1	2	-0.0614704336538854	0.810127323262923
2	38	1.04156671498989	2	2	-0.773912796254828	0.742238035592938
2	39	1.0579944961657	2	2	0.708546794790918	-0.0335822150912758
2	40	1.08074451514764	2	2	0.0551397602479003	-0.102871708894152
2	41	1.47099392033992	2	2	0.470832661911428	-0.280407875797822
2	42	1.13310714882114	2	2	0.250126326951908	-1.20511785426209
2	43	1.46488951609966	2	2	0.573223748451427	1.3793973554122
2	44	1.08192902854529	1	1	-0.0352785810803842	1.13159230363507
2	45	0.993242515198968	1	1	-0.0861320787455276	-1.13983540785388
2	46	1.60389392344927	1	1	-0.475769643086214	2.08106279398113
2	47	1.07505959103996	2	2	0.935206174637039	0.302986833025537
2	48	1.10466094247025	2	2	0.241293227541678	-0.150241848670108
2	49	1.06570721390143	1	1	0.459557246791931	-1.26207991307963
2	50	1.16027406627893	1	1	-1.17735693749543	-0.775696330980098
2	51	0.952489064559163	1	1	-0.21327932681755	0.444858041320994
2	52	1.97969888468003	2	1	0.322870018167384	-0.328522260383246
2	53	1.03629246254342	1	1	1.00917783230864	-0.955279696832582
2	54	1.10575964166694	1	1	-0.800257931885659	0.734846735518807
2	55	1.92772738517923	1	2	-1.88248882796683	1.96717996983823
2	56	1.08481378171874	1	1	-0.43762320356416	1.57363231102673
2	57	1.29261974897056	2	2	0.403090606209897	0.473759976041922
2	58	1.36721106497166	1	1	-0.27658020580132	-0.385368423566591
2	59	1.71151672187715	1	2	-1.17504775571011	-0.0671988719985561
2	60	0.939664537470657	2	2	-0.628254734126898	0.345909528490627
2	61	1.04301147267735	2	2	0.943046154697327	-0.183326358624814
2	62	1.11809186791682	1	1	1.44582501935575	-0.824486563398543
2	63	1.06982602206233	1	1	-0.272072952453133	-1.47201381715722
2	64	1.00767302185741	2	2	1.5891413618671	0.562216441261836
2	65	1.27738845053692	2	2	0.49196636978389	-0.475561022587898
2	66	1.01279635256634	2	2	0.648136465203065	-0.415539006282535
2	67	1.39694519656847	2	2	0.441369669130429	-1.30617634182167
2	68	1.06279068575468	2	2	1.17742396628679	0.5852584581648
2	69	1.38075240482571	2	2	-1.6358945822341	1.1236764670498
2	70	1.139140193905	2	2	-2.18050104239781	-0.844758112522664
2	71	0.988350376761714	2	2	-0.025394319971888	1.74748129164906
2	72	0.981794063002378	2	2	1.40410676873458	-0.593654855779938
2	73	1.21488408574875	1	1	0.0478523547110046	-0.439931936820979
2	74	1.27755679460357	2	2	0.342580431681067	-0.300085674102842
2	75	1.10136605171716	2	2	0.986058372316843	0.404640715046082
2	76	1.04198636370046	2	2	0.225621620657662	1.60026629926409
2	77	1.20514761324477	2	2	-0.111335647220717	-0.113740223074991
2	78	0.961784329861901	1	1	-1.03966539590946	-0.177749447337306
2	79	1.56453322343135	2	1	-0.811203213595525	-1.41433659057254
2	80	1.15647677335095	2	2	0.190013142338126	-0.233212557090642
2	81	1.13053429813154	2	2	0.983603489554182	-0.675460915547375
2	82	1.10500394122213	1	1	-1.26481572034266	0.559564334002105
2	83	1.06286937794865	2	2	0.973156488303149	0.935090409984644
2	84	0.947588144996866	2	2	1.56726041539443	-0.89481764327803
2	85	0.966038806582102	2	2	0.818824756576706	-0.0972208991740711
2	86	1.07833006515912	2	1	-0.905965304466615	-0.638397533871869
2	87	1.45798268820338	1	1	-0.485766363104468	-1.00862278980076
2	88	1.05846099795704	1	1	-0.743195353538633	0.82535150929101
2	89	1.02710929532381	2	2	0.110586113224358	1.62145879960294
2	90	0.892756279570907	1	1	-0.630976946864133	-0.271783382184905
2	91	1.54739697792281	2	1	-1.6319084079443	0.920488920854617
2	92	0.98552083124272	1	1	0.0112693973363103	-1.39789234858918
2	93	1.3429303101744	1	1	0.243949106872631	1.41696327758876
2	94	1.18942033569018	1	1	0.0761929772848426	0.223114712316569
2	95	1.13048586838326	2	2	1.42983175883477	0.142608112352747
2	96	1.05760596067205	2	2	0.987344397365409	-0.631479206733625
2	97	1.13228131335474	2	2	0.696372786135229	0.396610981873473
2	98	1.08801348570106	2	2	-0.00680406902576244	-0.873882497013524
2	99	1.26323892401621	2	2	-1.15647070097329	0.873980223544133
2	100	1.02006457444158	2	2	-1.34767855465422	-2.07666726708812
3	1	1.45267373350864	1	1	0.396007157437866	-0.00273796547297783
3	2	4.49872622921461	2	1	-1.10479939576977	-0.95348772734002
3	3	1.38050633671718	1	1	-0.823094723240072	-0.734034101615131
3	4	1.90089559560341	2	2	0.00457894838097221	1.19832643393026
3	5	1.4358128338794	2	2	0.834765663364703	1.33728804755019
3	6	1.26650577088364	1	1	1.77806248202812	0.735017524460948
3	7	1.29149556618963	1	1	1.13428507223326	0.0902152273355189
3	8	1.70259775524796	2	2	-0.0525139427489983	1.64674736506229
3	9	1.48176036855227	2	2	-1.7143934167039	0.00544919466355103
3	10	1.6359348626516	1	1	-1.88835242019926	0.814172979559938
3	11	2.30960421217393	1	1	-0.943392989935895	-1.13273683934314
3	12	1.55564343378961	1	1	-0.199602420001408	1.19964546947037
3	13	2.75634070169646	2	2	-0.573518210290343	0.113341235777154
3	14	1.76759888078618	1	2	-0.848539455921271	0.0279176727690801
3	15	2.06443616641596	2	2	-0.746030519191657	1.85650355894407
3	16	1.83246641260761	1	1	-0.186252217415691	-0.436499616057916
3	17	1.49484564828384	2	2	-0.191798982983517	-0.323810695264534
3	18	1.68355997804927	2	2	-1.42087481909821	1.91963903628793
3	19	1.8529979233953	2	1	0.799808740084695	-0.873313408592404
3	20	1.3112083181823	1	1	-1.26016361346537	3.86882501482756
3	21	2.12321259928672	1	1	-1.22132942173289	-0.282801057555745
3	22	1.26681452469267	2	2	0.804330764867666	-1.68227873783007
3	23	1.57875811414337	1	1	1.58942969653277	-0.115359764472495
3	24	1.54998412009102	1	2	2.0433646878581	0.938984343015055
3	25	1.8281661237608	1	2	0.191448650142018	-0.686406965882531
3	26	4.5861525563025	2	1	-0.224074781229858	-1.5509954238578
3	27	1.99325764050963	2	1	-1.50812005761954	2.17888491816439
3	28	1.59359472880013	1	1	0.216462654735121	0.182496388236335
3	29	1.59242365101839	2	1	-1.10053680897301	-0.949947736815029
3	30	1.89071880064174	2	2	-0.292541098645816	-0.0118212751293996
3	31	1.36631528220945	2	2	-0.146461887214758	0.98086597292909
3	32	1.8662345535432	1	2	0.223448123388767	-2.89339541587099
3	33	2.65619107434165	2	2	-1.31638978842832	-0.823413793950533
3	34	1.8963137015788	2	2	0.800704862217458	-0.884350818996716
3	35	1.40202271791849	1	1	-0.125549488850507	-0.634149719062281
3	36	1.32722821916368	2	2	1.86132862018949	-0.628937056520212
3	37	1.33408088555332	2	2	1.15771449673988	1.46564176600644
3	38	1.39468184890092	1	1	1.22041204625589	-0.33340985979333
3	39	1.42170869331934	1	1	1.59884993804925	0.62216763533434
3	40	1.56745716571685	1	1	0.798545124945954	1.19817402183206
3	41	1.92733507727615	2	2	0.735267656388683	-1.33076179424496
3	42	1.70408489236213	2	2	-0.108823118934336	-0.295372379916446
3	43	1.68588412304333	2	1	-0.729792513121479	-0.567553328337035
3	44	1.44010348837388	1	1	-0.829934886046364	1.55396430914132
3	45	1.2725370623484	1	2	-0.831311035858148	-0.06814724003279
3	46	1.54086364719465	2	2	-0.888324965898507	0.925768044970039
3	47	2.08603267278284	1	1	-0.694096904062439	0.347889238878357
3	48	1.55549018087641	1	1	-1.85614374153825	-0.3639472509312
3	49	1.91157891220997	1	1	0.83643052279144	-0.570095177388344
3	50	1.60746876297728	1	1	1.07403483289669	0.360183154398503
3	51	1.33183431427757	2	2	0.489766309878357	0.402428771888985
3	52	1.82417296688724	1	1	0.848947825255358	-1.58014909065486
3	53	1.43885300238355	1	1	-0.114087576560774	0.13369759821564
3	54	1.63483177354771	1	1	-1.09120324848016	0.522708196942971
3	55	1.45880339699941	2	2	1.19167756326573	-0.783584646248279
3	56	1.74755099241551	1	1	-0.00605555298542097	-0.434945656130362
3	57	1.58123246263845	2	2	0.996722564006644	0.383098171694296
3	58	1.88701340337958	1	1	0.723132998296465	0.531069338901636
3	59	1.79533708792335	2	2	0.821518814939869	0.912256658493657
3	60	1.27288396206555	1	1	-0.806482447837834	0.888198110182788
3	61	1.46794391240991	1	1	-0.781067981806579	-0.050518153235738
3	62	1.84006472288258	2	2	-0.898448536026267	1.5387774360623
3	63	1.48157770554581	1	1	1.58573338334134	-0.976136934854651
3	64	1.31125752135465	2	2	-0.771742080711251	0.515505813344244
3	65	1.51991203014824	2	2	0.983390937346247	-0.684946691023731
3	66	1.21948840699733	1	1	1.57951112614358	-0.347375766481733
3	67	1.71145921127311	2	1	-2.34809011794226	-2.02275842585516
3	68	1.52822317519638	2	2	-0.647232657443048	0.163162813381691
3	69	1.65024400391559	1	2	-0.127483540787663	-2.71899233338988
3	70	1.44844770893289	2	2	0.0494330527715131	-0.483920574704119
3	71	1.92282736854746	2	1	-1.47659833358136	-1.45403764269366
3	72	1.39156510850214	1	1	-0.0138605522633423	-0.016104740203246
3	73	1.51939930334846	2	2	0.587171506618978	1.52714445856478
3	74	1.56577350163657	1	1	1.01845112830679	0.51988326450824
3	75	1.30561874243921	1	1	1.36736762203409	-0.335510934625622
3	76	3.17023828899939	1	1	-1.23264613086314	0.608008223673942
3	77	1.51091154138413	2	2	-0.338160581556694	-0.550478760043522
3	78	2.53472978740473	1	1	-0.695090404644196	-0.95944737746787
3	79	2.17497994174437	2	1	-3.09580602105852	-0.558319244524514
3	80	1.69845123023248	1	2	-0.395669032804712	-0.00859065095437831
3	81	1.89860867384987	1	2	0.331752219802665	0.520096309115294
3	82	1.62968514212072	2	2	1.37936929061051	-1.0948743032789
3	83	1.24370425862159	2	2	0.597046197828468	-0.116306412870922
3	84	1.45098776558987	1	1	-0.851927354521682	1.11597580395765
3	85	1.4362515769917	1	1	0.79381117675526	-0.129016612951621
3	86	1.61457183696651	1	1	0.214043470042011	0.452981244117796
3	87	1.34214419561924	1	1	-0.374810923847342	1.82431040908446
3	88	1.68605711560544	2	2	-2.04205085567013	-0.711318625472257
3	89	1.56466383454962	2	2	1.07904833096058	-0.830240345965569
3	90	2.0654214089723	1	1	0.69346382227067	1.18393190605886
3	91	1.44219066444554	2	2	-1.08859070833301	0.217060249583865
3	92	1.25809283462331	1	1	0.628692698997715	1.08105468337317
3	93	1.95875103657512	2	2	-0.600275104760023	0.47600169749197
3	94	1.66776686383468	2	2	0.158370317497406	-1.13411371822786
3	95	1.8923458226822	1	2	-0.263026594893584	-0.24640994784145
3	96	1.30882826501193	2	2	0.356022152953806	1.78485989733206
3	97	1434.70716677474	2	1	-1.17831072963072	-1.37666876925033
3	98	1.36950379011015	1	1	0.172363847644166	0.302576808716179
3	99	1.64806534153869	1	1	-0.923208001893184	-0.922112944408689
3	100	1.6183435262646	1	2	-0.0214601298989011	-0.0651408218520809
4	1	1.05957505157495	1	1	-0.645274934302994	-0.662875343846489
4	2	1.0837904186823	2	2	-0.814910977061602	1.52001874953604
4	3	2.26342815281169	2	2	-0.40942143155581	0.295695407477644
4	4	1.0183671049784	1	1	0.147346184647885	-1.51253228847967
4	5	1.12036151789855	2	1	0.693550160959971	0.571355517747335
4	6	1.38416115345466	2	2	0.418526992815346	0.0407936479757513
4	7	1.19475748268118	2	2	0.222762114725304	-0.0579186642131087
4	8	1.3701952893644	2	2	0.626235102766663	0.28193601660094
4	9	1.45590897680733	1	2	0.468410079179546	0.512673501062876
4	10	1.06991121656742	1	1	-0.284373636537532	0.246195543824246
4	11	1.4169113223727	2	2	0.125426191582234	-0.374738287199325
4	12	1.69589011989025	1	1	-0.591267957173725	0.507842155856708
4	13	2.78482695592173	2	2	-2.05605393174579	0.883144191595866
4	14	2.28519576110665	1	1	1.52673866485928	-0.0223358404125228
4	15	1.26651439257219	1	1	0.981618736781035	0.250751060446094
4	16	1.60739725911648	1	1	-1.79152721812518	0.189857968385129
4	17	1.34689079146016	2	2	-1.07252942550956	-0.503062496302427
4	18	1.44555142015758	2	2	-0.350628352410509	-0.375365702894991
4	19	2.28012935606163	1	2	0.868339086343068	0.161973641175026
4	20	1.25368226456314	2	2	0.698217214071869	1.00965774538213
4	21	0.971200981713288	1	1	-0.953415563610061	-2.21123425788515
4	22	1.35622714600067	2	2	-0.193390386686168	-1.25044124581943
4	23	1.34728764169401	2	2	-0.531382484692633	-1.59722342340297
4	24	1.65276196548379	2	2	-0.702978598139204	1.5276560950679
4	25	1.61362364478966	1	1	0.658393590598276	-0.326179341168814
