"d"	"A"	"tau"	"intercept"	"slope"	"subjID"
1.23422177904192	0.801030037927539	0.697150033565735	2.4847074097466	0.0320400218475779	1
0.995278991814497	0.832400423460791	0.693856569256242	3.16511266914512	0.146000957688973	2
1.30090593959792	0.692778412680334	0.897168514200317	2.3029960135196	0.154912194222195	3
1.53096466948055	1.03531726648607	0.567455713847983	3.12626722005069	0.152683480718615	4
1.128801297761	0.822275082675329	0.560634920369519	3.58624766286197	0.116626853052607	5
0.920784568266774	0.896016214603645	0.848993686377409	3.1670195059672	0.151813525091151	6
1.13959980000772	0.997800673905197	0.789164254267739	2.82531053633254	0.207597756940127	7
0.951462758410811	0.946786198080771	0.578106577637646	2.49954163317514	0.160961338805749	8
0.85551680759652	0.928408497948152	0.96706081256843	2.67166038010617	0.0790115167837273	9
1.26962059116523	0.727120626457379	0.710049643848389	3.9984502636139	0.147789249944454	10
0.837868098798482	0.857788830713667	0.639240702890006	2.67457799916348	0.0284765687876081	11
0.452990238636452	1.0287899615868	0.560142734167959	3.14370945896822	0.0631774840642106	12
0.829165290745416	0.926822811757645	0.471787567365917	2.65959207655741	0.132101175527127	13
1.29725393226938	1.02578209423627	0.508748193682756	3.67722627113099	0.147342581960276	14
1.43384913991511	0.963747844691314	0.588349283634568	2.84222062092081	0.171941055329965	15
0.909521817337392	0.774066858122972	0.72820905841968	2.20842827355526	0.135552520053356	16
0.961906372533528	0.791017391278053	0.798996312660958	3.6757950537637	0.0412325972268302	17
1.14813266184503	0.873044512412615	0.66211732908077	3.52112333802472	0.0609780665333187	18
0.559729944237355	0.959062386462719	0.854405850403175	3.02958578999802	0.136308050301884	19
2.11956458202258	0.965236569425025	0.731151945304263	2.88276579536026	0.127195764294691	20
0.891129403667889	0.94320721909822	0.527897595037243	2.54383175460521	0.145455521828855	21
1.28351292690316	1.07034464762716	0.68660741382286	3.71979051327775	0.0958100243882649	22
2.34997723524004	0.736473572214996	0.535492132787199	3.43704350648085	0.126801626173927	23
1.25624236619787	0.594766129573885	0.930115675510343	3.23558624592115	0.138006395753753	24
0.938112220764618	0.76551589862814	0.745663000810981	2.94506824312649	0.153007828327498	25
0.5626969655528	0.827733768924822	0.883967679413732	3.11744339178077	0.120578081782994	26
0.669977639347165	1.12169880165217	0.542880760478494	3.01854162748982	0.122178022862847	27
1.00107686348518	0.826052170231909	0.638313141654963	2.57970422626316	0.128168306079624	28
0.843257567247757	0.866917967828954	0.654370348778242	3.07909483983049	0.163005156351189	29
1.27860326826745	0.78439838703124	0.464752424454455	3.74859219336666	0.168883020670761	30
0.638410079667342	0.775262465852955	0.677864082155639	3.53806067303347	0.120410445551846	31
1.80107621663749	0.60832401089376	0.873725291060575	3.77366061053229	0.110935461132693	32
0.570848773922301	0.810432729443667	0.508827764523383	3.50727029810823	0.0995866155979869	33
1.22046851635428	1.01576230216458	0.690745661197598	3.98973630155895	-0.0175656718426631	34
0.758033531519829	0.809201832600392	0.666776664501679	3.33845018979762	0.0771151488890506	35
0.572068964457872	1.09058812987442	0.650183571866158	4.17603691445241	0.104276776629517	36
1.09316604597508	0.784723420917827	0.611252001170349	3.14405298235963	0.100561720639156	37
0.516881613108486	0.794080872276066	0.583158438624875	3.14500410241558	0.0634088986457636	38
1.36309353681642	0.739611114354511	0.638816750931369	2.74564485485367	0.0278447474487838	39
1.39022671204683	1.08469645812803	0.520797915430788	2.31572325820814	0.162501966447236	40
1.53126916358207	0.90609644532081	0.733170114282762	3.2754361772571	0.0556024050106134	41
1.62265988944051	0.746629332573161	0.690979362355158	3.07384509212895	0.145689877117107	42
