"d"	"A"	"tau"	"intercept"	"slope1"	"slope2"	"subjID"
1.2342167021906	0.652622104913456	0.697205650894342	2.4891180708539	-0.420504820078004	0.394491112282777	1
0.994871434294947	0.740523175790301	0.693676737886975	3.16626834691553	0.353759235581248	0.0167917436310472	2
1.30102193015328	0.394825966170785	0.912803238651754	2.30827596180344	0.414303228908527	0.396930196587073	3
1.53151726722295	1.41619211056739	0.558953648057053	3.12760873014349	0.399161086178266	-0.16453657511153	4
1.12861177306019	0.711552773127247	0.551729113854644	3.58538867750597	0.154188099918019	0.147162475380778	5
0.920264990678583	0.934552847920131	0.860680003066546	3.16816606164163	0.393250504912932	0.410464126566951	6
1.13942872501054	1.2804624934189	0.796103517856415	2.82809178983869	0.772255163608756	0.238921770542957	7
0.950988360673924	1.10242193754183	0.570245342723981	2.50388132900197	0.455401831547681	0.22018425540399	8
0.854906046672954	1.0404736501683	0.988589359258171	2.67517667892733	-0.101374936656753	0.0226412609120001	9
1.26967940454552	0.468585951294383	0.711035313123685	3.99561934670926	0.365909104342942	0.322428978668709	10
0.837233939347146	0.815557623642721	0.635284256043188	2.67808034041849	-0.444715340972669	0.0808714598940529	11
0.452042607865249	1.39232568187612	0.551207998224586	3.14496752732354	-0.208953224780999	-0.0677317681701695	12
0.828519804461427	1.03518885392803	0.458151378731615	2.66316610880496	0.259322474159873	0.117564961517565	13
1.29736321574044	1.38136151239041	0.496953341824792	3.67593205419817	0.362874389311782	0.0845521635603176	14
1.43421442910515	1.16067974142712	0.581115931442827	2.84492097845681	0.529999322198864	-0.0798218928156875	15
0.908986010115683	0.581603734520824	0.73052452427794	2.2141606234241	0.282771316437492	0.0994282662066277	16
0.96144766703616	0.62574685774854	0.806702508400008	3.6745076836161	-0.358049377407728	-0.211435787335746	17
1.14797624214826	0.862215144918455	0.659712384374462	3.5205759002196	-0.223896327213278	0.13845463120543	18
0.55882172818984	1.14448746247474	0.866530521348973	3.03138981333489	0.287904478165935	-0.00281108754772794	19
2.12129733968416	1.16583997560522	0.733685099172497	2.88527218927624	0.225994530970741	-0.0435489227659451	20
0.890567524604016	1.09025920416063	0.517129954058909	2.54795957140075	0.350053479937541	0.223258322735327	21
1.28359705084866	1.54583634663056	0.685912287536656	3.71829267372882	0.0127561077303685	-0.623224042230469	22
2.35217764334169	0.489993298217024	0.525144841204054	3.43689829726944	0.223316710034822	0.237261804510447	23
1.25627692953379	0.226323857746154	0.948506450710817	3.23640478591238	0.299443237722149	-0.151178329017808	24
0.937617990586796	0.559994649633701	0.749278141522863	2.94727658903868	0.401364742134957	-0.277814999634057	25
0.561790488793786	0.727101632424485	0.89851036093717	3.11882711408988	0.181033214509607	-0.182391978876548	26
0.669153499289151	1.73983824403333	0.532949246991095	3.02039848487587	0.19190340314185	-0.342646925933272	27
1.00067834201006	0.722294264169365	0.634294763313574	2.58366043313081	0.23260209470423	0.252534099148185	28
0.842630492898963	0.8433411132692	0.651434901414845	3.08066201736113	0.469287769304122	0.133850766820711	29
1.2786784325626	0.608304747249428	0.450788248112946	3.74695656977289	0.509222673603439	0.220819493125493	30
0.637558030340121	0.584660698464105	0.676552942431212	3.5374322088952	0.179894274159162	0.0795183494517417	31
1.80216442299335	0.245996879053795	0.887425783333907	3.77190506240968	0.115520111122347	-0.0746125028065774	32
0.569947237346756	0.678388581760454	0.497037081499421	3.50678913171044	0.0384147143837572	0.497526883335432	33
1.2204388625491	1.3449974398141	0.690344196546347	3.98694707128282	-0.75753176090491	-0.0318299080900425	34
0.757301109804972	0.67498676815851	0.664693231527657	3.33877664008399	-0.114259084073705	-0.204476589364353	35
0.571168187515176	1.62182174838273	0.646963569781675	4.17235644269594	0.0702802222892191	-0.0804317248047075	36
1.09291643848676	0.609155177061724	0.605462022589308	3.14530940733713	0.0450396931828077	0.297746589098063	37
0.515951943754443	0.633907337794561	0.575605484817687	3.14625597734016	-0.20738096678637	0.185854761112807	38
1.36332496540583	0.497299716726309	0.634831987962567	2.74880722014894	-0.449008009759901	-0.497258038758924	39
1.39050918005129	1.59963535262471	0.509643892141601	2.32094232076423	0.465869037675386	0.613066392303375	40
1.53182235418926	0.967043064010339	0.73585289782001	3.27606407959426	-0.260419206405969	0.254344756279559	41
1.62339234018862	0.513869228402025	0.690594521528578	3.07543738387065	0.351645717440747	0.227428932713503	42
